ID,编号,年,日期,月,日,姓名,收款方式,数量1,数量2,数量3,数量4,数量5,数量6,单价1,单价2,单价3,地址,收款人,实耗1,实耗2,实耗3,金额4
283,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-283,管理员,0,0,0,0
284,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-284,管理员,0,0,0,0
285,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-285,管理员,0,0,0,0
286,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-286,管理员,0,0,0,0
287,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-287,管理员,0,0,0,0
288,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-288,管理员,0,0,0,0
289,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-289,管理员,0,0,0,0
290,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-290,管理员,0,0,0,0
291,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-291,管理员,0,0,0,0
292,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-292,管理员,0,0,0,0
293,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-293,管理员,0,0,0,0
294,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-294,管理员,0,0,0,0
295,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-295,管理员,0,0,0,0
296,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-296,管理员,0,0,0,0
297,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-297,管理员,0,0,0,0
298,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-298,管理员,0,0,0,0
299,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-299,管理员,0,0,0,0
300,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-300,管理员,0,0,0,0
301,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-301,管理员,0,0,0,0
302,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-302,管理员,0,0,0,0
303,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-303,管理员,0,0,0,0
304,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-304,管理员,0,0,0,0
305,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-305,管理员,0,0,0,0
306,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-306,管理员,0,0,0,0
307,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-307,管理员,0,0,0,0
308,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-308,管理员,0,0,0,0
309,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-309,管理员,0,0,0,0
310,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-310,管理员,0,0,0,0
311,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-311,管理员,0,0,0,0
312,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-312,管理员,0,0,0,0
313,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-313,管理员,0,0,0,0
314,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-314,管理员,0,0,0,0
315,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-315,管理员,0,0,0,0
316,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-316,管理员,0,0,0,0
317,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-317,管理员,0,0,0,0
318,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-318,管理员,0,0,0,0
319,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-319,管理员,0,0,0,0
320,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-320,管理员,0,0,0,0
321,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-321,管理员,0,0,0,0
322,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-322,管理员,0,0,0,0
323,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-323,管理员,0,0,0,0
324,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-324,管理员,0,0,0,0
325,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-325,管理员,0,0,0,0
326,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-326,管理员,0,0,0,0
327,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-327,管理员,0,0,0,0
328,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-328,管理员,0,0,0,0
329,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-329,管理员,0,0,0,0
330,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-330,管理员,0,0,0,0
331,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-331,管理员,0,0,0,0
332,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-332,管理员,0,0,0,0
333,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-333,管理员,0,0,0,0
334,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-334,管理员,0,0,0,0
335,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-335,管理员,0,0,0,0
336,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-336,管理员,0,0,0,0
337,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-337,管理员,0,0,0,0
338,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-338,管理员,0,0,0,0
339,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-339,管理员,0,0,0,0
340,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-340,管理员,0,0,0,0
341,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-341,管理员,0,0,0,0
342,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-342,管理员,0,0,0,0
343,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-343,管理员,0,0,0,0
344,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-344,管理员,0,0,0,0
345,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-345,管理员,0,0,0,0
346,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-346,管理员,0,0,0,0
347,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-347,管理员,0,0,0,0
348,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-348,管理员,0,0,0,0
349,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-349,管理员,0,0,0,0
350,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-350,管理员,0,0,0,0
351,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-351,管理员,0,0,0,0
352,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-352,管理员,0,0,0,0
353,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-353,管理员,0,0,0,0
354,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-354,管理员,0,0,0,0
355,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-355,管理员,0,0,0,0
356,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-356,管理员,0,0,0,0
357,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-357,管理员,0,0,0,0
358,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-358,管理员,0,0,0,0
359,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-359,管理员,0,0,0,0
360,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-360,管理员,0,0,0,0
361,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-361,管理员,0,0,0,0
362,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-362,管理员,0,0,0,0
363,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-363,管理员,0,0,0,0
364,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-364,管理员,0,0,0,0
365,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-365,管理员,0,0,0,0
366,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-366,管理员,0,0,0,0
367,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-367,管理员,0,0,0,0
368,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-368,管理员,0,0,0,0
369,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-369,管理员,0,0,0,0
370,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-370,管理员,0,0,0,0
371,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-371,管理员,0,0,0,0
372,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-372,管理员,0,0,0,0
373,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-373,管理员,0,0,0,0
374,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-374,管理员,0,0,0,0
375,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-375,管理员,0,0,0,0
376,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-376,管理员,0,0,0,0
377,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-377,管理员,0,0,0,0
378,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-378,管理员,0,0,0,0
379,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-379,管理员,0,0,0,0
380,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-380,管理员,0,0,0,0
381,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-381,管理员,0,0,0,0
382,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-382,管理员,0,0,0,0
383,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-383,管理员,0,0,0,0
384,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-384,管理员,0,0,0,0
385,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-385,管理员,0,0,0,0
386,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-386,管理员,0,0,0,0
387,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-387,管理员,0,0,0,0
388,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-388,管理员,0,0,0,0
389,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-389,管理员,0,0,0,0
390,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-390,管理员,0,0,0,0
391,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-391,管理员,0,0,0,0
392,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-392,管理员,0,0,0,0
393,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-393,管理员,0,0,0,0
394,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-394,管理员,0,0,0,0
395,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-395,管理员,0,0,0,0
396,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-396,管理员,0,0,0,0
397,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-397,管理员,0,0,0,0
398,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-398,管理员,0,0,0,0
399,,2022,,7,8,,364754,0,0,0,0,0,0,4,5,,A1-399,管理员,0,0,0,0
